name,ontologyTermURI,code,codesystem,definition
Jingpo Chinese,http://purl.obolibrary.org/obo/HANCESTRO_0579,HANCESTRO:0579,HANCESTRO,
Malaysian Chinese,http://purl.obolibrary.org/obo/HANCESTRO_0580,HANCESTRO:0580,HANCESTRO,
Uygur,http://purl.obolibrary.org/obo/HANCESTRO_0581,HANCESTRO:0581,HANCESTRO,
Tibetan,http://purl.obolibrary.org/obo/HANCESTRO_0582,HANCESTRO:0582,HANCESTRO,
Taiwanese Han,http://purl.obolibrary.org/obo/HANCESTRO_0583,HANCESTRO:0583,HANCESTRO,
Sri Lankan Sinhalese,http://purl.obolibrary.org/obo/HANCESTRO_0584,HANCESTRO:0584,HANCESTRO,
Tatar,http://purl.obolibrary.org/obo/HANCESTRO_0585,HANCESTRO:0585,HANCESTRO,
Bashkir,http://purl.obolibrary.org/obo/HANCESTRO_0586,HANCESTRO:0586,HANCESTRO,
Martu Australian Aboriginal,http://purl.obolibrary.org/obo/HANCESTRO_0587,HANCESTRO:0587,HANCESTRO,Includes individuals who either self-report or have been described by authors as Aboriginal Australian of Martu ancestry. The Martu Australian Aboriginal people are from the Western Desert region located across the Pilbara in Western Australia
Jewish Israeli,http://purl.obolibrary.org/obo/HANCESTRO_0588,HANCESTRO:0588,HANCESTRO,
Punjabi Sikh,http://purl.obolibrary.org/obo/HANCESTRO_0589,HANCESTRO:0589,HANCESTRO,
European American,http://purl.obolibrary.org/obo/HANCESTRO_0590,HANCESTRO:0590,HANCESTRO,
Inuit,http://purl.obolibrary.org/obo/HANCESTRO_0595,HANCESTRO:0595,HANCESTRO,"Native people residing in the Arctic of Alaska, northern Canada, Greenland, or eastern Siberia"
Arab,http://purl.obolibrary.org/obo/HANCESTRO_0596,HANCESTRO:0596,HANCESTRO,Includes individuals with ethnic origins in the Semitic people populating the Arabian Peninsula and other countries in the Middle East and Northern Africa
Singaporean Malay,http://purl.obolibrary.org/obo/HANCESTRO_0597,HANCESTRO:0597,HANCESTRO,Includes individuals who either self-report or have been described by authors as Singaporean Malay.
Singaporean Indian,http://purl.obolibrary.org/obo/HANCESTRO_0598,HANCESTRO:0598,HANCESTRO,Includes individuals who either self-report or have been described by authors as Singaporean Indian.
ethnicity descriptor,http://purl.obolibrary.org/obo/HANCESTRO_0599,HANCESTRO:0599,HANCESTRO,"An ethnicity descriptor is descriptor that qualifies a population term as relating to a social, cultural, reglious or tribal group"
geographic descriptor,http://purl.obolibrary.org/obo/HANCESTRO_0600,HANCESTRO:0600,HANCESTRO,A geographic descriptor is descriptor that qualifies a population term as relating to a geographic location
ethnicity category,http://purl.obolibrary.org/obo/HANCESTRO_0601,HANCESTRO:0601,HANCESTRO,"Population category defined in terms of cultural, religious, tribal or other social similarities"
geography-based population category,http://purl.obolibrary.org/obo/HANCESTRO_0602,HANCESTRO:0602,HANCESTRO,"Population category defined in relation to a geographic location. Geography-based population descriptors include most nationalities but the classification goes beyond nationalities, since geography-based groups can also include regional groups at sub-national (e.g. Welsh or Scottish) or supra-national level (e.g. Western European)."
Indigenous in North America,http://purl.obolibrary.org/obo/HANCESTRO_0610,HANCESTRO:0610,HANCESTRO,"Includes indigenous individuals of North and Central America, descended from the original human migration into the Americas from Siberia."
Indigenous in South America,http://purl.obolibrary.org/obo/HANCESTRO_0611,HANCESTRO:0611,HANCESTRO,"Includes indigenous individuals of Central and South America, descended from the original human migration into the Americas from Siberia."
Hispanic,http://purl.obolibrary.org/obo/HANCESTRO_0612,HANCESTRO:0612,HANCESTRO,"Individuals who self-identify or are reported by authors as being of of Cuban, Mexican, Puerto Rican, South or Central American, or other Spanish culture or origin. It should be noted that ""Hispanic"" is considered entirely as an ethnicity or cultural descriptor and is not associated with any specific genetic reference population."
Otomi,http://purl.obolibrary.org/obo/HANCESTRO_0613,HANCESTRO:0613,HANCESTRO,Individuals who self-identify or are reported by authors as belonging to a group of indigenous people of Mexico inhabiting the central Mexican Plateau (Altiplano) region.
Maya,http://purl.obolibrary.org/obo/HANCESTRO_0614,HANCESTRO:0614,HANCESTRO,Individuals who self-identify or are reported by authors as belonging to the Mayan ethnolinguistic group of indigenous peoples of Mesoamerica.
Zapoteco,http://purl.obolibrary.org/obo/HANCESTRO_0615,HANCESTRO:0615,HANCESTRO,"Individuals who self-identify or are reported by authors as belonging to the Zapotec ethnolinguistic group of indigenous people of Mexico. The Zapotec population is concentrated in the southern state of Oaxaca, but Zapotec communities also exist in neighboring states"
Mazateco,http://purl.obolibrary.org/obo/HANCESTRO_0616,HANCESTRO:0616,HANCESTRO,"Individuals who self-identify or are reported by authors as belonging to the Mazatecan ethnolinguistic group of indigenous peoples in the area known as the Sierra Mazateca, which is in the northern part of the state of Oaxaca in southern Mexico, as well as in adjacent areas of the states of Puebla and Veracruz"
Rarámuri,http://purl.obolibrary.org/obo/HANCESTRO_0617,HANCESTRO:0617,HANCESTRO,Individuals who self-identify or are reported by authors as belonging to a group of indigenous people of the Americas living in the state of Chihuahua in Mexico
Nahua,http://purl.obolibrary.org/obo/HANCESTRO_0618,HANCESTRO:0618,HANCESTRO,"Individuals who self-identify or are reported by authors as belonging to a group of the indigenous people of Mexico, El Salvador, Guatemala, Honduras, and Nicaragua"
Mixteco,http://purl.obolibrary.org/obo/HANCESTRO_0619,HANCESTRO:0619,HANCESTRO,Individuals who self-identify or are reported by authors as belonging to indigenous Mesoamerican peoples of Mexico inhabiting the region known as La Mixteca of Oaxaca and Puebla as well as La Monta√±a Region and Costa Chica Regions of the state of Guerrero
Wayúu,http://purl.obolibrary.org/obo/HANCESTRO_0620,HANCESTRO:0620,HANCESTRO,Individuals who self-identify or are reported by authors as belonging to the Way√∫u indigenous people of the Guajira Peninsula in northernmost part of Colombia and northwest Venezuela.
Piapoco,http://purl.obolibrary.org/obo/HANCESTRO_0621,HANCESTRO:0621,HANCESTRO,Individuals who self-identify or are reported by authors as belonging to an Arawakan ethnolinguistic group in Colombia and Venezuela
Pastos,http://purl.obolibrary.org/obo/HANCESTRO_0622,HANCESTRO:0622,HANCESTRO,Individuals who self-identify or are reported by authors as belonging to a group of indigenous people native to the Nari√±o region of southern Colombia and neighbouring Equador
Quechua,http://purl.obolibrary.org/obo/HANCESTRO_0623,HANCESTRO:0623,HANCESTRO,"Individuals who self-identify or are reported by authors as belonging to a group of indigenous people of South America who speak the Quechua languages. Although most Quechua speakers are native to Peru, there are some significant populations in Ecuador, Bolivia, Chile, Colombia, and Argentina"
Aymara,http://purl.obolibrary.org/obo/HANCESTRO_0624,HANCESTRO:0624,HANCESTRO,"Individuals who self-identify or are reported by authors as belonging to a group of indigenous people in the Andes and Altiplano regions of South America; about 2.3 million live in northwest Argentina, Bolivia, Chile and Peru."
Diaguita,http://purl.obolibrary.org/obo/HANCESTRO_0625,HANCESTRO:0625,HANCESTRO,Individuals who self-identify or are reported by authors as belonging to a group of South American indigenous people native to the Chilean Norte Chico and the Argentine Northwest.
Mapuche,http://purl.obolibrary.org/obo/HANCESTRO_0626,HANCESTRO:0626,HANCESTRO,"Individuals who self-identify or are reported by authors as belonging to a group of indigenous people of present-day south-central Chile and southwestern Argentina, including parts of present-day Patagonia"
Guaraní,http://purl.obolibrary.org/obo/HANCESTRO_0627,HANCESTRO:0627,HANCESTRO,"Individuals who self-identify or are reported by authors as belonging to a group of culturally-related indigenous peoples of South America, living primarily in present-day Paraguay between the Paran√° River and lower Paraguay River, the Misiones Province of Argentina, southern Brazil as far east as Rio de Janeiro, and parts of Uruguay and Bolivia."
Tupiniquim,http://purl.obolibrary.org/obo/HANCESTRO_0628,HANCESTRO:0628,HANCESTRO,"Individuals who self-identify or are reported by authors as belonging to an indigenous people of Brazil, who now live in three indigenous territories (Terras Ind√≠genas in Portuguese), Caieiras Velhas, Pau-Brasil and Comboiosare, located near the cities of Santa Cruz and Vila do Riacho in the municipality of Aracruz in northern Esp√≠rito Santo state, southeastern Brazil."
Arhuaco,http://purl.obolibrary.org/obo/HANCESTRO_0630,HANCESTRO:0630,HANCESTRO,"Individuals who self-identify or are reported by authors as belonging to an Chibchan-speaking indigenous people of Colombia, descended from the Tairona culture, concentrated in northern Colombia in the Sierra Nevada de Santa Marta."
Asháninka,http://purl.obolibrary.org/obo/HANCESTRO_0631,HANCESTRO:0631,HANCESTRO,"Individuals who self-identify or are reported by authors as belonging to an indigenous people living in the rainforests of Peru and in the State of Acre, Brazil. Their ancestral lands are in the forests of Jun√≠n, Pasco, Hu√°nuco and part of Ucayali in Peru."
reference population,http://purl.obolibrary.org/obo/HANCESTRO_0632,HANCESTRO:0632,HANCESTRO,A population made of individuals from whom samples were collected as part of a project such as the 1000 Genomes Project or the Human Genome Diversity Project (HDGP) in order to establish a comprehensive overview of human genetic diversity. Sample sizes for these reference populations vary from 1-3 to 100s of individuals but all individuals in a population will have been sampled in the same location. Each population is allocated to a continental or sub-continental superpopulation such as European or African. Subsets of samples from a reference population may have been used in multiple different analyses.
Bantu in Kenya (HGDP),http://purl.obolibrary.org/obo/HANCESTRO_0633,HANCESTRO:0633,HANCESTRO,A population made up of 10 samples from Bantu individuals recruited in Kenya as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Bantu in South Africa (HGDP),http://purl.obolibrary.org/obo/HANCESTRO_0634,HANCESTRO:0634,HANCESTRO,A population made up of 4 samples from Bantu individuals recruited in South Africa as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Biaka in Central African Republic (HGDP),http://purl.obolibrary.org/obo/HANCESTRO_0635,HANCESTRO:0635,HANCESTRO,A population made up of 24 samples from Biaka individuals recruited in Central African Republic as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Mandenka in Senegal (HGDP),http://purl.obolibrary.org/obo/HANCESTRO_0636,HANCESTRO:0636,HANCESTRO,A population made up of 20 samples from Mandenka individuals recruited in Senegal as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Mbuti in Democratic Republic of Congo (HGDP),http://purl.obolibrary.org/obo/HANCESTRO_0637,HANCESTRO:0637,HANCESTRO,A population made up of 13 samples from Mbuti individuals recruited in Democratic Republic of Congo as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African. Samples from this population were used in data collections  for HGDP Transcriptome.
San in Namibia (HGDP),http://purl.obolibrary.org/obo/HANCESTRO_0638,HANCESTRO:0638,HANCESTRO,A population made up of 4 samples from San individuals recruited in Namibia as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Yoruba in Nigeria (HGDP),http://purl.obolibrary.org/obo/HANCESTRO_0639,HANCESTRO:0639,HANCESTRO,A population made up of 18 samples from Yoruba individuals recruited in Nigeria as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Bantu Herero in Botswana Or Namibia (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0640,HANCESTRO:0640,HANCESTRO,A population made up of 2 samples from Bantu Herero individuals recruited in Botswana Or Namibia as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Bantu Kenya in Kenya (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0641,HANCESTRO:0641,HANCESTRO,A population made up of 2 samples from Bantu Kenya individuals recruited in Kenya as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Bantu Tswana in Botswana Or Namibia (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0642,HANCESTRO:0642,HANCESTRO,A population made up of 2 samples from Bantu Tswana individuals recruited in Botswana Or Namibia as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Biaka in Central African Republic (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0643,HANCESTRO:0643,HANCESTRO,A population made up of 2 samples from Biaka individuals recruited in Central African Republic as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Dinka in Sudan (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0644,HANCESTRO:0644,HANCESTRO,A population made up of 3 samples from Dinka individuals recruited in Sudan as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Esan in Nigeria (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0645,HANCESTRO:0645,HANCESTRO,A population made up of 2 samples from Esan individuals recruited in Nigeria as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Gambian in Gambia (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0646,HANCESTRO:0646,HANCESTRO,A population made up of 2 samples from Gambian individuals recruited in Gambia as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Ju|'hoan North in Namibia (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0647,HANCESTRO:0647,HANCESTRO,A population made up of 4 samples from Ju|'hoan North individuals recruited in Namibia as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Khomani San in South Africa (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0648,HANCESTRO:0648,HANCESTRO,A population made up of 2 samples from Khomani San individuals recruited in South Africa as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Luhya in Kenya (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0649,HANCESTRO:0649,HANCESTRO,A population made up of 2 samples from Luhya individuals recruited in Kenya as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Luo in Kenya (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0650,HANCESTRO:0650,HANCESTRO,A population made up of 2 samples from Luo individuals recruited in Kenya as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Mandenka in Senegal (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0651,HANCESTRO:0651,HANCESTRO,A population made up of 3 samples from Mandenka individuals recruited in Senegal as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Masai in Kenya,http://purl.obolibrary.org/obo/HANCESTRO_0652,HANCESTRO:0652,HANCESTRO,A population made up of 3 samples from Masai individuals recruited in Kenya as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Mbuti in Congo (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0653,HANCESTRO:0653,HANCESTRO,A population made up of 4 samples from Mbuti individuals recruited in Congo as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Mende in Sierra Leone (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0654,HANCESTRO:0654,HANCESTRO,A population made up of 2 samples from Mende individuals recruited in Sierra Leone as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Mozabite in Algeria (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0655,HANCESTRO:0655,HANCESTRO,A population made up of 2 samples from Mozabite individuals recruited in Algeria as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Saharawi in Western Sahara (Morocco) (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0656,HANCESTRO:0656,HANCESTRO,A population made up of 2 samples from Saharawi individuals recruited in Western Sahara (Morocco) as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Somali in Kenya (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0657,HANCESTRO:0657,HANCESTRO,A population made up of 1 samples from Somali individuals recruited in Kenya as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
Yoruba in Nigeria (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0658,HANCESTRO:0658,HANCESTRO,A population made up of 3 samples from Yoruba individuals recruited in Nigeria as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
African Ancestry in Southwest US,http://purl.obolibrary.org/obo/HANCESTRO_0659,HANCESTRO:0659,HANCESTRO,A population made up of 113 samples from African Ancestry individuals recruited in Southwest US as part of the 1000 Genomes Project. The population was assigned by the collecting project to the superpopulation African.
African Caribbean in Barbados,http://purl.obolibrary.org/obo/HANCESTRO_0660,HANCESTRO:0660,HANCESTRO,A population made up of 123 samples from African Caribbean individuals recruited in Barbados as part of the 1000 Genomes Project. The population was assigned by the collecting project to the superpopulation African.
Esan in Nigeria,http://purl.obolibrary.org/obo/HANCESTRO_0661,HANCESTRO:0661,HANCESTRO,A population made up of 173 samples from Esan individuals recruited in Nigeria as part of the 1000 Genomes Project. The population was assigned by the collecting project to the superpopulation African.
"Gambian in Western Division, The Gambia - Fula",http://purl.obolibrary.org/obo/HANCESTRO_0662,HANCESTRO:0662,HANCESTRO,"A population made up of 100 samples from Fula individuals recruited in Western Division, The Gambia as part of the Gambian Genome Variation Project. The population was assigned by the collecting project to the superpopulation African."
"Gambian in Western Division, The Gambia - Jola",http://purl.obolibrary.org/obo/HANCESTRO_0663,HANCESTRO:0663,HANCESTRO,"A population made up of 100 samples from Jola individuals recruited in Western Division, The Gambia as part of the Gambian Genome Variation Project. The population was assigned by the collecting project to the superpopulation African."
"Gambian in Western Division, The Gambia - Mandinka",http://purl.obolibrary.org/obo/HANCESTRO_0664,HANCESTRO:0664,HANCESTRO,"A population made up of 280 samples from Mandinka individuals recruited in Western Division, The Gambia as part of the 1000 Genomes Project. The population was assigned by the collecting project to the superpopulation African."
"Gambian in Western Division, The Gambia - Wolof",http://purl.obolibrary.org/obo/HANCESTRO_0665,HANCESTRO:0665,HANCESTRO,"A population made up of 100 samples from Wolof individuals recruited in Western Division, The Gambia as part of the Gambian Genome Variation Project. The population was assigned by the collecting project to the superpopulation African."
"Luhya in Webuye, Kenya",http://purl.obolibrary.org/obo/HANCESTRO_0666,HANCESTRO:0666,HANCESTRO,"A population made up of 117 samples from Luhya individuals recruited in Webuye, Kenya as part of the 1000 Genomes Project. The population was assigned by the collecting project to the superpopulation African."
Mende in Sierra Leone,http://purl.obolibrary.org/obo/HANCESTRO_0667,HANCESTRO:0667,HANCESTRO,A population made up of 129 samples from Mende individuals recruited in Sierra Leone as part of the 1000 Genomes Project. The population was assigned by the collecting project to the superpopulation African.
"Yoruba in Ibadan, Nigeria",http://purl.obolibrary.org/obo/HANCESTRO_0668,HANCESTRO:0668,HANCESTRO,"A population made up of 187 samples from Yoruba individuals recruited in Ibadan, Nigeria as part of the 1000 Genomes Project. The population was assigned by the collecting project to the superpopulation African."
Colombian in Colombia (HGDP),http://purl.obolibrary.org/obo/HANCESTRO_0669,HANCESTRO:0669,HANCESTRO,A population made up of 5 samples from Colombian individuals recruited in Colombia as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Latin or Admixed American.
Karitiana in Brazil (HGDP),http://purl.obolibrary.org/obo/HANCESTRO_0670,HANCESTRO:0670,HANCESTRO,A population made up of 9 samples from Karitiana individuals recruited in Brazil as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Latin or Admixed American.
Maya in Mexico (HGDP),http://purl.obolibrary.org/obo/HANCESTRO_0671,HANCESTRO:0671,HANCESTRO,A population made up of 21 samples from Maya individuals recruited in Mexico as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Latin or Admixed American.
Pima in Mexico (HGDP),http://purl.obolibrary.org/obo/HANCESTRO_0672,HANCESTRO:0672,HANCESTRO,A population made up of 12 samples from Pima individuals recruited in Mexico as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Latin or Admixed American.
Surui in Brazil (HGDP),http://purl.obolibrary.org/obo/HANCESTRO_0673,HANCESTRO:0673,HANCESTRO,A population made up of 6 samples from Surui individuals recruited in Brazil as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Latin or Admixed American.
Chane in Argentina (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0674,HANCESTRO:0674,HANCESTRO,A population made up of 1 samples from Chane individuals recruited in Argentina as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Latin or Admixed American.
Karitiana in Brazil (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0675,HANCESTRO:0675,HANCESTRO,A population made up of 3 samples from Karitiana individuals recruited in Brazil as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Latin or Admixed American.
Mayan in Mexico (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0676,HANCESTRO:0676,HANCESTRO,A population made up of 2 samples from Mayan individuals recruited in Mexico as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Latin or Admixed American.
Mixe in Mexico (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0677,HANCESTRO:0677,HANCESTRO,A population made up of 3 samples from Mixe individuals recruited in Mexico as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Latin or Admixed American.
Mixtec in Mexico (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0678,HANCESTRO:0678,HANCESTRO,A population made up of 2 samples from Mixtec individuals recruited in Mexico as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Latin or Admixed American.
Piapoco in Colombia (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0679,HANCESTRO:0679,HANCESTRO,A population made up of 2 samples from Piapoco individuals recruited in Colombia as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Latin or Admixed American.
Pima in Mexico (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0680,HANCESTRO:0680,HANCESTRO,A population made up of 2 samples from Pima individuals recruited in Mexico as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Latin or Admixed American.
Quechua in Peru (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0681,HANCESTRO:0681,HANCESTRO,A population made up of 3 samples from Quechua individuals recruited in Peru as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Latin or Admixed American.
Surui in Brazil (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0682,HANCESTRO:0682,HANCESTRO,A population made up of 2 samples from Surui individuals recruited in Brazil as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Latin or Admixed American.
Zapotec in Mexico (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0683,HANCESTRO:0683,HANCESTRO,A population made up of 2 samples from Zapotec individuals recruited in Mexico as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Latin or Admixed American.
"Colombian in Medellin, Colombia",http://purl.obolibrary.org/obo/HANCESTRO_0684,HANCESTRO:0684,HANCESTRO,"A population made up of 148 samples from Colombian individuals recruited in Medellin, Colombia as part of the 1000 Genomes Project. The population was assigned by the collecting project to the superpopulation Latin or Admixed American."
"Mexican Ancestry in Los Angeles, California",http://purl.obolibrary.org/obo/HANCESTRO_0685,HANCESTRO:0685,HANCESTRO,"A population made up of 107 samples from Mexican Ancestry individuals recruited in Los Angeles, California as part of the 1000 Genomes Project. The population was assigned by the collecting project to the superpopulation Latin or Admixed American."
"Peruvian in Lima, Peru",http://purl.obolibrary.org/obo/HANCESTRO_0686,HANCESTRO:0686,HANCESTRO,"A population made up of 130 samples from Peruvian individuals recruited in Lima, Peru as part of the 1000 Genomes Project. The population was assigned by the collecting project to the superpopulation Latin or Admixed American."
Puerto Rican in Puerto Rico,http://purl.obolibrary.org/obo/HANCESTRO_0687,HANCESTRO:0687,HANCESTRO,A population made up of 150 samples from Puerto Rican individuals recruited in Puerto Rico as part of the 1000 Genomes Project. The population was assigned by the collecting project to the superpopulation Latin or Admixed American.
Aleut in Russia (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0688,HANCESTRO:0688,HANCESTRO,A population made up of 2 samples from Aleut individuals recruited in Russia as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Central Asian and Siberian.
Altaian in Russia (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0689,HANCESTRO:0689,HANCESTRO,A population made up of 1 samples from Altaian individuals recruited in Russia as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Central Asian and Siberian.
Chukchi in Russia (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0690,HANCESTRO:0690,HANCESTRO,A population made up of 1 samples from Chukchi individuals recruited in Russia as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Central Asian and Siberian.
Eskimo Chaplin in Russia (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0691,HANCESTRO:0691,HANCESTRO,A population made up of 1 samples from Eskimo Chaplin individuals recruited in Russia as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Central Asian and Siberian.
Eskimo Naukan in Russia (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0692,HANCESTRO:0692,HANCESTRO,A population made up of 2 samples from Eskimo Naukan individuals recruited in Russia as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Central Asian and Siberian.
Eskimo Sireniki in Russia (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0693,HANCESTRO:0693,HANCESTRO,A population made up of 2 samples from Eskimo Sireniki individuals recruited in Russia as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Central Asian and Siberian.
Even in Russia (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0694,HANCESTRO:0694,HANCESTRO,A population made up of 3 samples from Even individuals recruited in Russia as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Central Asian and Siberian.
Itelman in Russia (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0695,HANCESTRO:0695,HANCESTRO,A population made up of 1 samples from Itelman individuals recruited in Russia as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Central Asian and Siberian.
Kyrgyz in Kyrgyzystan (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0696,HANCESTRO:0696,HANCESTRO,A population made up of 2 samples from Kyrgyz individuals recruited in Kyrgyzystan as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Central Asian and Siberian.
Mansi in Russia (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0697,HANCESTRO:0697,HANCESTRO,A population made up of 2 samples from Mansi individuals recruited in Russia as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Central Asian and Siberian.
Mongola in China (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0698,HANCESTRO:0698,HANCESTRO,A population made up of 2 samples from Mongola individuals recruited in China as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Central Asian and Siberian.
Tlingit in Russia (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0699,HANCESTRO:0699,HANCESTRO,A population made up of 2 samples from Tlingit individuals recruited in Russia as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Central Asian and Siberian.
Tubalar in Russia (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0700,HANCESTRO:0700,HANCESTRO,A population made up of 2 samples from Tubalar individuals recruited in Russia as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Central Asian and Siberian.
Ulchi in Russia (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0701,HANCESTRO:0701,HANCESTRO,A population made up of 2 samples from Ulchi individuals recruited in Russia as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Central Asian and Siberian.
Yakut in Russia (SGDP),http://purl.obolibrary.org/obo/HANCESTRO_0702,HANCESTRO:0702,HANCESTRO,A population made up of 2 samples from Yakut individuals recruited in Russia as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Central Asian and Siberian.
Balochi in Pakistan (HGDP),http://purl.obolibrary.org/obo/HANCESTRO_0703,HANCESTRO:0703,HANCESTRO,A population made up of 22 samples from Balochi individuals recruited in Pakistan as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Central South Asian.
